# Title: Gulf of Mexico Average Temperature Anomalies
# Units: Degrees Celsius
# Base Period: 1910-2000
# Missing: -999
Date,Anomaly
196501,0.24
196502,-0.09
196503,-0.63
196504,0.65
196505,-0.07
196506,-0.23
196507,-0.26
196508,-0.34
196509,0.01
196510,-0.18
196511,0.54
196512,0.41
196601,-0.51
196602,-0.86
196603,-0.77
196604,-0.45
196605,0.03
196606,-0.26
196607,0.15
196608,0.03
196609,0.10
196610,-0.04
196611,-0.35
196612,-0.50
196701,-0.61
196702,-0.65
196703,0.28
196704,1.00
196705,0.27
196706,0.06
196707,0.06
196708,-0.45
196709,-0.68
196710,-0.69
196711,-0.65
196712,0.50
196801,-0.26
196802,-1.02
196803,-1.43
196804,-0.17
196805,0.08
196806,0.05
196807,-0.27
196808,0.19
196809,0.02
196810,0.30
196811,-0.42
196812,-0.43
196901,-0.24
196902,-0.22
196903,-1.30
196904,0.10
196905,-0.03
196906,0.48
196907,0.67
196908,0.25
196909,0.00
196910,0.10
196911,-0.40
196912,-0.35
197001,-0.97
197002,-1.04
197003,-0.92
197004,0.08
197005,-0.42
197006,-0.41
197007,-0.15
197008,-0.11
197009,0.07
197010,-0.15
197011,-0.80
197012,-0.06
197101,0.16
197102,-0.12
197103,-0.39
197104,-0.68
197105,-0.45
197106,-0.02
197107,-0.05
197108,-0.49
197109,-0.37
197110,0.24
197111,0.26
197112,1.06
197201,1.13
197202,0.21
197203,0.55
197204,0.54
197205,0.17
197206,-0.47
197207,-0.48
197208,-0.30
197209,0.20
197210,0.42
197211,0.60
197212,0.38
197301,0.00
197302,-0.69
197303,0.31
197304,-0.57
197305,-0.30
197306,0.02
197307,0.04
197308,-0.32
197309,0.01
197310,0.44
197311,1.07
197312,-0.23
197401,0.98
197402,0.34
197403,0.69
197404,0.22
197405,0.16
197406,-0.39
197407,-0.38
197408,-0.15
197409,-0.74
197410,-0.67
197411,-0.18
197412,-0.27
197501,0.42
197502,0.67
197503,0.62
197504,0.36
197505,0.50
197506,0.24
197507,-0.04
197508,-0.32
197509,-0.70
197510,-0.49
197511,0.02
197512,-0.38
197601,-0.68
197602,-0.40
197603,0.30
197604,0.18
197605,-0.16
197606,-0.43
197607,-0.42
197608,-0.20
197609,-0.17
197610,-0.69
197611,-1.31
197612,-0.80
197701,-0.88
197702,-0.44
197703,0.12
197704,-0.02
197705,-0.05
197706,0.19
197707,0.49
197708,0.30
197709,0.25
197710,-0.18
197711,0.22
197712,0.17
197801,-0.95
197802,-1.52
197803,-0.95
197804,-0.07
197805,0.41
197806,0.27
197807,0.50
197808,0.13
197809,0.24
197810,-0.01
197811,0.65
197812,0.64
197901,-0.67
197902,-0.53
197903,-0.46
197904,0.26
197905,0.00
197906,-0.19
197907,0.24
197908,0.02
197909,-0.39
197910,0.01
197911,-0.19
197912,-0.23
198001,0.24
198002,-0.45
198003,-0.03
198004,-0.17
198005,0.53
198006,0.49
198007,0.86
198008,0.27
198009,0.47
198010,0.14
198011,-0.25
198012,-0.39
198101,-0.83
198102,-0.64
198103,-0.75
198104,0.12
198105,-0.23
198106,0.35
198107,0.41
198108,0.16
198109,-0.04
198110,0.20
198111,0.18
198112,0.06
198201,0.18
198202,0.53
198203,1.02
198204,0.81
198205,0.10
198206,0.37
198207,0.34
198208,0.32
198209,-0.01
198210,-0.02
198211,0.11
198212,0.72
198301,0.12
198302,-0.09
198303,-0.55
198304,-0.88
198305,-0.18
198306,0.15
198307,0.31
198308,0.34
198309,-0.06
198310,0.13
198311,0.25
198312,0.36
198401,-0.29
198402,-0.20
198403,-0.63
198404,-0.57
198405,-0.32
198406,-0.58
198407,-0.56
198408,-0.70
198409,-0.90
198410,-0.18
198411,-0.24
198412,0.33
198501,-0.69
198502,-0.49
198503,0.84
198504,0.20
198505,0.56
198506,0.25
198507,-0.24
198508,-0.10
198509,-0.11
198510,0.22
198511,0.53
198512,0.01
198601,0.09
198602,0.43
198603,-0.17
198604,-0.22
198605,-0.10
198606,0.30
198607,0.36
198608,-0.08
198609,0.07
